age,gender,address,family_size,parent_status,mother_education,father_education,mother_job,father_job,study_time,past_failures,extra_support,family_support,paid_classes,activities,nursery,higher_ed_aspiration,internet_access,romantic,travel_time,free_time,go_out,dalc,walc,health,absences,G1,G2,login_frequency,assignment_submission_rate,attendance_rate,engagement_score,forum_posts,resource_access,G3,grade_label,pass_fail
20,F,Urban,GT3,Apart,4,3,other,at_home,3,0,0,1,1,0,1,1,1,1,2,4,4,5,1,2,5.0,18.0,19.0,18.0,0.9959030584537658,0.8227350268143321,9.533765599980223,15.0,37.0,20.0,A,1
19,F,Urban,LE3,Together,3,2,at_home,at_home,1,0,1,0,0,0,0,1,1,0,1,4,2,2,1,3,1.0,11.0,12.0,18.0,0.5275235609465733,0.7499438767765361,4.960240033550004,9.0,28.0,15.0,B,1
21,F,Rural,LE3,Together,2,2,health,services,2,0,0,0,0,0,1,1,1,0,1,1,1,1,2,5,0.0,14.0,15.0,18.0,0.6312995596714824,0.8389634110343165,7.7924315613704005,13.0,42.0,20.0,A,1
20,F,Rural,GT3,Together,3,0,other,other,2,0,0,1,1,0,1,1,0,1,2,5,2,2,3,3,0.0,16.0,17.0,22.0,0.9137224108102411,0.821453773080941,4.958284150377871,16.0,38.0,19.0,A,1
16,F,Rural,LE3,Together,2,4,other,services,1,3,0,1,0,1,1,1,1,0,1,2,4,2,1,4,1.0,6.0,5.0,11.0,0.42177270876680617,0.5683603428973609,3.313205237454744,6.0,25.0,4.0,F,0
21,M,Rural,GT3,Apart,1,3,other,health,2,0,0,1,1,0,1,1,1,0,2,2,3,1,2,4,2.0,19.0,20.0,22.0,1.0,0.8462881144330565,10.0,19.0,31.0,20.0,A,1
19,M,Urban,LE3,Together,3,3,other,other,2,0,0,1,0,1,1,1,1,1,2,4,3,5,4,3,0.0,12.0,11.0,10.0,0.6205996602049595,0.5001410827981474,4.206005989529075,9.0,20.0,14.0,B,1
17,F,Urban,LE3,Together,3,3,health,at_home,2,0,0,0,0,1,1,0,1,0,2,5,3,1,2,2,2.0,20.0,18.0,22.0,0.7512661819821597,0.7317956911584526,7.466976319107809,15.0,42.0,20.0,A,1
19,M,Urban,LE3,Together,4,1,other,at_home,2,2,1,1,0,0,1,1,1,1,2,5,4,1,1,3,4.0,11.0,13.0,12.0,0.5567577776687909,0.7400335703176019,3.605216585354298,12.0,38.0,13.0,C,1
22,M,Urban,LE3,Together,4,2,other,other,2,1,0,0,0,1,0,1,1,0,3,3,4,2,2,5,9.0,12.0,14.0,19.0,0.7556193309725164,0.637547186782266,4.015663631031486,12.0,27.0,14.0,B,1
21,M,Rural,LE3,Together,4,3,other,services,4,0,1,1,1,0,0,1,1,0,1,2,4,4,1,2,0.0,18.0,19.0,19.0,0.8188116752339292,0.9593321366519572,6.280094955013327,19.0,52.0,20.0,A,1
21,F,Urban,GT3,Together,4,3,other,other,2,2,1,0,0,1,1,1,0,0,4,5,3,3,4,5,2.0,11.0,11.0,13.0,0.6331428680258581,0.5951205569665632,3.8093152764927742,9.0,36.0,10.0,D,1
18,F,Rural,LE3,Together,4,4,at_home,other,2,0,0,0,0,1,1,1,0,0,1,2,1,1,1,2,2.0,12.0,9.0,14.0,0.4257850680938849,0.4446020809600322,5.598646718659973,9.0,35.0,15.0,B,1
21,F,Urban,GT3,Together,0,3,other,other,2,2,0,0,0,1,1,1,1,0,2,4,2,3,1,3,4.0,9.0,12.0,13.0,0.507419012835,0.5998445218807422,7.650021830454406,11.0,37.0,9.0,F,0
18,M,Urban,GT3,Apart,3,3,services,services,3,0,0,1,0,1,0,1,1,0,4,2,1,4,4,1,0.0,19.0,16.0,21.0,0.906310014404926,0.8471138562143599,5.673208532014196,15.0,33.0,20.0,A,1
20,M,Urban,GT3,Together,2,4,teacher,teacher,1,0,1,0,1,1,0,1,1,0,1,2,4,3,4,5,1.0,19.0,20.0,24.0,1.0,0.8692026626585604,10.0,18.0,38.0,20.0,A,1
20,F,Urban,GT3,Together,1,1,other,at_home,1,0,0,1,1,1,1,1,1,0,3,3,2,1,3,4,5.0,11.0,15.0,18.0,0.5685052324916975,0.7739102836115583,7.240789191617484,14.0,22.0,14.0,B,1
16,M,Urban,GT3,Together,2,3,other,teacher,3,3,1,1,1,1,1,1,1,0,2,5,2,2,1,1,2.0,10.0,11.0,17.0,0.4279004864280087,0.6344524476202088,3.9944743771417874,6.0,25.0,7.0,F,0
17,F,Urban,LE3,Together,4,3,other,teacher,3,2,1,1,0,0,1,1,1,0,3,2,3,3,2,2,1.0,13.0,14.0,16.0,0.48069729355414553,0.648171770900356,5.498682471017512,14.0,21.0,14.0,B,1
15,F,Urban,LE3,Together,4,2,services,other,2,0,1,1,0,1,1,1,1,0,1,4,3,1,5,3,1.0,15.0,16.0,18.0,0.5870845595068908,0.8194507164110785,5.620917412779437,15.0,42.0,19.0,A,1
16,M,Rural,GT3,Together,4,2,teacher,other,2,0,0,0,0,1,1,1,1,0,2,1,5,2,2,3,5.0,18.0,19.0,24.0,0.9399837632313486,0.7971340310760907,9.496492283777972,16.0,48.0,20.0,A,1
18,M,Urban,GT3,Together,4,2,services,health,4,0,1,1,1,0,1,1,1,1,1,4,1,2,5,1,4.0,19.0,20.0,20.0,0.8419893830852669,0.9853142906022622,9.475501781359064,14.0,35.0,20.0,A,1
18,M,Urban,LE3,Together,4,2,other,other,1,0,1,1,0,1,1,0,1,0,1,2,5,2,3,5,4.0,14.0,13.0,14.0,0.5745675169533511,0.622781111401455,5.572046731638336,15.0,32.0,15.0,B,1
16,F,Rural,GT3,Together,2,3,other,other,2,0,1,1,0,1,0,1,1,0,2,1,2,1,4,3,5.0,14.0,13.0,12.0,0.743981021568173,0.7387333236290814,4.321671647972784,14.0,37.0,18.0,A,1
18,F,Urban,GT3,Together,4,2,other,other,2,0,0,1,1,1,1,1,1,1,3,3,5,1,1,4,14.0,12.0,12.0,17.0,0.6977060723240738,0.6145276127401701,4.443703799862338,9.0,37.0,15.0,B,1
19,M,Rural,GT3,Together,4,3,services,other,2,0,1,0,0,0,1,1,1,1,2,2,3,2,5,4,2.0,17.0,20.0,22.0,0.7742561621311265,0.7316049827839698,8.699381806630923,14.0,52.0,20.0,A,1
16,F,Rural,GT3,Together,4,1,at_home,other,3,0,0,1,1,1,1,1,1,0,2,4,3,1,4,1,2.0,16.0,15.0,16.0,0.85797867541974,0.7926614292642296,5.101864032059017,15.0,28.0,19.0,A,1
17,M,Urban,GT3,Together,2,0,other,services,3,2,1,0,0,1,1,0,1,0,3,1,4,1,4,2,3.0,6.0,7.0,7.0,0.389589316600477,0.42616614173532197,4.6323275042120535,11.0,16.0,8.0,F,0
17,M,Urban,GT3,Together,2,2,health,services,2,0,0,0,1,0,0,1,1,1,2,2,1,1,5,4,1.0,19.0,20.0,18.0,0.7739309133240894,0.9240290194026589,8.914645060877714,16.0,51.0,20.0,A,1
19,F,Urban,GT3,Apart,4,2,other,other,2,0,0,0,1,1,1,1,1,0,1,2,4,1,4,4,4.0,20.0,20.0,22.0,1.0,0.9119710739735063,9.438768042339401,19.0,32.0,20.0,A,1
17,M,Rural,LE3,Apart,2,4,other,other,2,0,1,1,0,1,1,1,0,0,3,2,4,2,3,2,2.0,16.0,18.0,17.0,0.6485330172471153,0.6649785374681337,5.726778725077911,13.0,45.0,20.0,A,1
20,M,Rural,LE3,Together,3,2,teacher,other,3,0,0,0,1,0,1,1,1,0,2,1,1,5,3,2,4.0,16.0,19.0,22.0,0.9610802317458809,0.7302434850025222,7.548529404298924,14.0,30.0,20.0,A,1
17,F,Rural,GT3,Together,3,2,teacher,other,1,0,1,1,0,1,1,1,1,0,1,2,1,1,4,4,3.0,16.0,17.0,22.0,0.792138279262113,0.8463763248038141,7.266983109614868,15.0,36.0,19.0,A,1
18,M,Urban,GT3,Together,2,2,other,services,2,1,1,1,0,0,0,1,1,1,2,1,4,1,3,2,2.0,10.0,9.0,15.0,0.6528716125408986,0.5490467509989657,7.026412984840217,6.0,29.0,15.0,B,1
18,F,Urban,GT3,Together,0,2,other,services,3,0,1,1,1,1,1,1,1,0,1,4,1,1,3,1,3.0,17.0,18.0,23.0,0.6750925325950622,0.8086908233970274,7.593585048511708,12.0,45.0,20.0,A,1
16,M,Urban,GT3,Together,4,3,other,other,2,0,1,0,1,1,1,1,1,0,3,3,3,2,3,3,13.0,16.0,16.0,22.0,0.6961889425900315,0.6207195800574093,6.833978802049813,15.0,27.0,18.0,A,1
20,M,Rural,LE3,Apart,4,4,other,teacher,1,1,0,1,1,0,0,0,1,0,1,2,2,2,4,1,2.0,9.0,14.0,16.0,0.7081378264221572,0.564589459188181,4.06730224525302,9.0,38.0,11.0,D,1
16,M,Urban,GT3,Together,4,2,services,other,2,0,0,0,1,0,1,1,1,0,2,4,4,4,1,3,2.0,12.0,11.0,15.0,0.6954853093651687,0.6745897889613077,6.922321755604015,8.0,39.0,13.0,C,1
17,M,Urban,LE3,Together,2,3,other,other,3,0,1,1,0,0,1,1,1,1,2,5,5,2,3,5,1.0,15.0,16.0,20.0,0.8476479024442527,0.869846426699899,7.7489474067329285,10.0,43.0,20.0,A,1
21,M,Urban,GT3,Together,2,3,other,other,1,1,0,0,0,0,1,1,1,1,4,3,5,1,3,1,3.0,7.0,5.0,10.0,0.3081607024838114,0.46720211951217966,5.384749251904222,5.0,32.0,9.0,F,0
22,M,Rural,GT3,Together,3,4,health,services,3,0,0,1,0,1,1,1,0,0,2,2,4,1,4,2,1.0,17.0,18.0,19.0,0.8286663087198577,0.830943592484287,8.531416274835909,13.0,48.0,20.0,A,1
20,F,Rural,LE3,Apart,3,3,other,other,3,0,0,0,0,0,0,1,1,1,3,3,4,2,1,3,4.0,17.0,17.0,16.0,0.7313594846801696,0.7935944291547081,9.476419138584305,13.0,45.0,19.0,A,1
22,M,Urban,LE3,Together,0,2,services,health,3,1,0,1,0,0,1,1,1,0,2,4,1,1,2,1,1.0,10.0,12.0,15.0,0.49727104121145205,0.6610443371669449,7.686730531365141,14.0,31.0,15.0,B,1
21,M,Urban,GT3,Together,4,3,services,other,2,2,1,0,0,0,1,1,1,0,1,1,5,2,1,3,3.0,11.0,13.0,18.0,0.6020446611451586,0.7294393486170665,5.138416288439327,12.0,38.0,12.0,C,1
18,M,Urban,LE3,Together,4,4,services,health,3,0,0,0,0,1,1,1,1,0,1,2,5,1,3,2,2.0,17.0,20.0,22.0,0.897768531611475,0.7674551152246117,6.462060295434757,17.0,52.0,20.0,A,1
21,M,Urban,LE3,Together,3,3,other,other,2,0,0,1,1,1,1,1,0,0,1,3,1,2,3,4,13.0,14.0,17.0,17.0,0.7239812407784637,0.8179429250792157,9.282387506487783,10.0,39.0,20.0,A,1
17,M,Urban,GT3,Together,3,4,teacher,at_home,4,1,1,0,0,0,0,1,1,0,1,4,4,2,3,2,0.0,17.0,17.0,20.0,0.6756742677970086,0.7256564403767614,8.66519952791469,12.0,32.0,20.0,A,1
18,F,Urban,GT3,Together,3,4,services,at_home,3,0,1,1,0,0,0,0,0,1,2,3,1,3,3,5,3.0,11.0,10.0,16.0,0.6501224217689394,0.45078768990903634,8.00488700107412,13.0,22.0,14.0,B,1
19,M,Urban,GT3,Together,1,2,other,at_home,1,0,0,1,1,0,1,1,1,0,1,4,4,1,2,5,1.0,13.0,12.0,17.0,0.7797260378110289,0.5286539640573029,6.234778518003715,13.0,39.0,16.0,A,1
22,F,Urban,LE3,Together,2,4,teacher,services,3,0,1,1,1,0,1,1,1,0,3,5,2,4,3,5,0.0,16.0,17.0,19.0,0.7045075178655403,0.6502124591794578,9.761216782964548,16.0,49.0,20.0,A,1
21,F,Urban,GT3,Apart,3,3,other,at_home,2,1,0,1,0,0,1,1,1,1,1,1,1,2,4,1,1.0,13.0,14.0,15.0,0.7697384866354724,0.6228020668928007,4.663593969516919,11.0,26.0,14.0,B,1
18,M,Urban,LE3,Together,3,3,other,other,2,0,1,1,1,1,1,1,1,1,1,3,2,3,3,5,0.0,18.0,19.0,20.0,0.9498519701210711,0.7394019902327484,8.501822810065839,16.0,52.0,20.0,A,1
20,M,Rural,LE3,Together,3,3,teacher,other,2,0,0,1,1,1,1,1,1,0,2,2,2,2,1,1,1.0,17.0,16.0,22.0,0.6686824342000097,0.6618112137897628,7.433676527331141,14.0,31.0,19.0,A,1
16,M,Urban,LE3,Apart,4,4,health,health,2,0,0,0,1,0,1,1,0,0,3,1,2,3,2,2,9.0,17.0,20.0,18.0,0.8943574947255335,0.7455261572436317,5.5632246074266645,13.0,38.0,19.0,A,1
21,F,Rural,LE3,Together,2,3,other,other,3,0,0,1,0,1,0,1,1,1,4,1,2,2,3,5,18.0,14.0,12.0,19.0,0.7834460205989557,0.5339594906822063,4.864493573394744,14.0,42.0,16.0,A,1
19,M,Urban,LE3,Together,0,3,health,other,4,2,1,1,0,1,0,1,0,0,3,4,3,1,2,5,5.0,14.0,13.0,14.0,0.7314495794670623,0.6418154962952904,4.817360756116674,11.0,44.0,11.0,D,1
19,F,Urban,LE3,Apart,1,1,teacher,other,2,0,0,0,1,0,0,0,1,0,3,3,4,1,3,2,1.0,11.0,9.0,17.0,0.36050761725529756,0.6718448026396802,3.3040464423077696,10.0,29.0,12.0,C,1
21,F,Urban,LE3,Together,2,3,other,at_home,3,0,0,0,0,0,0,1,1,0,1,2,3,4,5,5,1.0,19.0,19.0,21.0,0.8765817311657651,0.8836335750432909,10.0,12.0,52.0,20.0,A,1
20,F,Urban,GT3,Together,3,4,other,teacher,3,2,1,0,1,1,1,1,1,0,2,5,3,2,4,1,8.0,14.0,17.0,20.0,0.8149579960026729,0.6232399859348208,9.476835923855791,14.0,44.0,18.0,A,1
15,F,Urban,GT3,Together,4,3,other,other,3,0,0,1,1,0,1,1,1,0,1,2,2,3,1,2,7.0,19.0,19.0,23.0,0.88134780377778,0.8299769840617867,10.0,18.0,50.0,20.0,A,1
17,F,Urban,LE3,Together,4,1,at_home,services,2,0,1,0,1,1,1,1,1,1,4,3,2,4,2,1,6.0,16.0,16.0,21.0,0.5700589456034947,0.7489504046678042,9.744404357369591,13.0,46.0,18.0,A,1
16,M,Rural,LE3,Together,3,4,other,services,2,0,0,1,1,1,1,1,1,0,1,5,1,1,3,3,7.0,13.0,14.0,18.0,0.5145591792047846,0.5904734310647841,8.203321086838383,16.0,30.0,17.0,A,1
20,M,Urban,GT3,Apart,3,4,other,other,3,1,0,1,1,1,0,1,1,1,2,4,2,3,4,5,2.0,12.0,12.0,11.0,0.7005678006567303,0.6019035633658093,8.26090535050847,9.0,19.0,15.0,B,1
15,M,Urban,GT3,Together,2,3,other,services,2,1,0,1,1,0,1,1,1,0,1,4,1,1,2,4,4.0,11.0,12.0,13.0,0.5733186763335452,0.5747765096551144,4.4381556476678625,14.0,21.0,15.0,B,1
16,F,Urban,GT3,Apart,3,0,other,other,2,1,0,0,1,0,1,1,1,0,3,2,3,1,1,3,2.0,13.0,14.0,14.0,0.8077919064031603,0.6868925054910257,5.334419296703403,14.0,22.0,17.0,A,1
19,F,Urban,LE3,Together,3,3,other,teacher,2,0,0,1,0,1,1,1,0,0,1,5,4,2,3,1,1.0,19.0,17.0,22.0,0.7752435562404278,0.8941876470530946,9.710330495985684,18.0,33.0,20.0,A,1
20,F,Rural,GT3,Together,4,1,at_home,other,2,0,0,1,1,0,1,1,1,0,3,3,5,3,2,4,0.0,20.0,19.0,23.0,0.9700978926771319,0.8774010867656707,8.247318644813035,18.0,31.0,20.0,A,1
19,M,Rural,LE3,Together,3,2,services,other,1,0,1,0,1,0,0,1,1,0,4,2,2,2,1,2,7.0,12.0,13.0,14.0,0.44992238929074346,0.5284362153421603,7.334862136417223,11.0,26.0,13.0,C,1
21,F,Urban,LE3,Together,2,3,at_home,other,1,3,0,0,1,1,1,1,1,1,1,4,1,1,5,4,1.0,8.0,11.0,15.0,0.6268551555838529,0.42531861176704844,5.659545459824617,9.0,29.0,6.0,F,0
22,M,Urban,GT3,Together,2,4,at_home,other,3,0,0,0,0,0,1,1,1,0,3,3,5,2,2,1,1.0,20.0,20.0,20.0,1.0,1.0,7.528193700511914,19.0,34.0,20.0,A,1
16,M,Urban,GT3,Together,2,2,services,other,4,0,1,1,0,1,1,0,0,0,1,1,4,3,1,3,0.0,17.0,20.0,19.0,0.7742265402245369,0.9096792190235019,6.974174238960287,18.0,36.0,20.0,A,1
22,F,Urban,GT3,Together,4,4,services,services,2,1,0,0,1,1,1,0,1,0,1,1,2,2,1,3,3.0,8.0,9.0,11.0,0.40580821451214627,0.5734037771593048,6.290898007970492,10.0,18.0,10.0,D,1
19,M,Rural,GT3,Together,1,4,other,other,1,0,1,0,0,1,1,1,1,0,1,1,5,1,1,4,3.0,18.0,18.0,22.0,0.9484680721309058,0.9589603831560822,8.06047556514645,16.0,29.0,20.0,A,1
20,M,Rural,LE3,Together,0,0,services,other,3,0,1,0,1,0,1,1,1,0,2,1,4,1,1,5,5.0,16.0,16.0,14.0,0.832196653517066,0.7824517592431531,6.596928403113995,13.0,41.0,19.0,A,1
15,F,Urban,LE3,Together,2,2,teacher,at_home,2,0,0,0,1,1,1,1,1,0,1,2,4,2,2,5,2.0,15.0,15.0,21.0,0.7342820551546847,0.609616993844023,7.585198492619832,11.0,45.0,17.0,A,1
19,M,Urban,GT3,Together,4,3,services,at_home,4,0,1,1,0,1,1,1,1,0,3,2,2,1,1,2,6.0,20.0,20.0,24.0,0.8527207259850873,0.964315416420803,8.099687922951961,12.0,48.0,20.0,A,1
20,M,Urban,GT3,Together,3,4,health,health,2,3,1,1,0,0,1,0,1,1,3,2,3,3,3,4,2.0,10.0,11.0,14.0,0.6867303164241989,0.48993168141197685,5.5253742162371005,12.0,33.0,9.0,F,0
19,M,Urban,LE3,Together,3,2,other,other,2,0,0,1,1,1,1,0,1,1,1,5,2,1,2,4,1.0,12.0,13.0,13.0,0.6990277342576345,0.7061083569755251,7.139548506740377,13.0,43.0,16.0,A,1
15,M,Urban,GT3,Together,3,3,services,other,2,3,1,1,0,0,1,1,1,0,1,5,4,2,3,5,1.0,8.0,6.0,13.0,0.3908925686677629,0.44771230335771106,4.389826009853247,10.0,29.0,4.0,F,0
19,F,Urban,LE3,Together,1,3,services,at_home,2,0,0,0,1,0,0,1,1,0,1,5,5,3,5,5,3.0,12.0,14.0,19.0,0.62885204656216,0.5309677427322766,8.649703064288747,12.0,21.0,18.0,A,1
22,F,Rural,LE3,Together,4,3,other,at_home,3,0,1,1,1,1,1,1,1,0,1,1,5,2,5,1,6.0,20.0,17.0,21.0,0.6819510793712737,0.7179088685580701,7.975963166560948,14.0,33.0,20.0,A,1
20,M,Urban,GT3,Together,2,3,teacher,other,1,2,0,1,1,0,1,1,1,0,4,3,2,3,2,5,14.0,11.0,11.0,12.0,0.6687607496659829,0.5752901680970097,8.109114102612228,9.0,32.0,11.0,D,1
16,M,Urban,LE3,Together,1,1,health,teacher,3,2,0,1,0,0,1,1,1,1,1,1,4,1,2,3,7.0,7.0,9.0,10.0,0.5745957962928305,0.5383629387768922,6.638440773387235,5.0,28.0,10.0,D,1
22,M,Urban,GT3,Together,3,2,other,other,3,0,1,1,0,1,1,1,0,0,3,4,4,2,3,5,30.0,18.0,19.0,20.0,0.7719747843332325,0.7525191636829034,10.0,12.0,49.0,19.0,A,1
22,F,Urban,GT3,Together,1,2,at_home,services,3,1,0,0,1,0,1,1,1,1,4,1,1,3,2,4,4.0,12.0,12.0,13.0,0.5283788068714844,0.5220249646407386,7.416376648852008,12.0,22.0,14.0,B,1
16,F,Rural,LE3,Apart,1,4,other,health,4,2,1,1,0,1,1,1,1,0,1,2,4,4,4,2,5.0,16.0,20.0,22.0,0.7182819539984421,0.797869126624426,8.422628204820274,17.0,52.0,20.0,A,1
21,F,Urban,LE3,Apart,4,4,other,teacher,2,1,1,1,0,0,0,1,1,1,2,2,1,2,3,2,3.0,15.0,15.0,16.0,0.585710551493477,0.8287542185589967,7.163338304372333,16.0,35.0,16.0,A,1
18,M,Rural,LE3,Together,3,4,other,other,2,0,1,0,1,1,0,1,1,1,3,3,1,1,1,5,0.0,18.0,15.0,21.0,0.9092247910506517,0.8714516555040142,7.708275604674614,11.0,48.0,20.0,A,1
19,M,Rural,GT3,Together,2,1,teacher,other,3,0,1,1,0,1,1,1,0,1,2,2,1,1,2,1,6.0,16.0,17.0,19.0,0.8431617204654874,0.8414920387998175,5.95727370638215,16.0,38.0,20.0,A,1
18,M,Urban,GT3,Together,3,3,other,health,2,0,1,0,0,0,1,1,1,1,1,3,3,3,4,1,2.0,14.0,11.0,16.0,0.5891919253279108,0.6338570436025364,4.821974364448229,12.0,23.0,15.0,B,1
21,F,Urban,GT3,Apart,4,2,other,health,1,0,1,0,1,1,1,1,1,0,3,1,1,2,3,1,10.0,14.0,13.0,20.0,0.5110596781923572,0.6713312801253183,4.220809141223749,11.0,29.0,15.0,B,1
22,M,Rural,LE3,Together,1,2,health,at_home,2,0,1,1,0,0,1,0,0,0,3,3,3,1,3,3,0.0,13.0,14.0,16.0,0.521302980925966,0.6065331589202088,7.777801512392925,14.0,26.0,14.0,B,1
21,F,Urban,GT3,Together,2,2,other,health,2,0,0,1,0,0,1,1,1,0,3,1,4,2,3,2,8.0,12.0,11.0,12.0,0.6509259459585058,0.5148927502817451,4.074317529816654,15.0,24.0,15.0,B,1
22,F,Urban,LE3,Together,3,4,services,other,3,0,1,1,0,0,1,1,1,1,3,1,3,1,2,3,2.0,14.0,15.0,17.0,0.5785783638318809,0.5760022372390871,7.2607456566344695,12.0,44.0,17.0,A,1
22,M,Rural,GT3,Together,3,2,other,teacher,2,0,0,1,1,0,1,0,1,1,3,1,2,1,2,5,2.0,15.0,13.0,17.0,0.6117558880570518,0.8130450123462143,4.889615492282767,13.0,30.0,15.0,B,1
15,M,Rural,GT3,Together,4,3,other,at_home,3,0,0,0,1,0,1,1,1,0,2,2,2,4,3,2,1.0,18.0,20.0,23.0,0.9999531942612759,0.866355383393449,6.03273365726792,13.0,33.0,20.0,A,1
17,M,Urban,GT3,Together,3,4,at_home,services,4,0,0,1,1,1,0,1,1,1,1,4,4,2,1,1,9.0,16.0,13.0,20.0,0.7109192662972816,0.5721628947874615,7.017971842738632,10.0,31.0,18.0,A,1
20,M,Urban,LE3,Together,1,3,health,at_home,2,0,0,1,1,1,0,1,1,0,4,2,2,1,3,2,1.0,14.0,17.0,20.0,0.8254215465424826,0.7625020214498954,9.015479463946011,10.0,39.0,19.0,A,1
19,M,Urban,LE3,Together,3,1,other,at_home,3,0,0,0,0,1,1,1,1,0,1,3,4,4,1,4,12.0,17.0,16.0,23.0,0.613858468511806,0.7137471707730895,6.730072175517028,10.0,30.0,17.0,A,1
15,F,Rural,LE3,Apart,3,4,at_home,health,1,1,0,1,1,1,1,1,1,0,3,4,4,5,4,4,1.0,11.0,14.0,13.0,0.5531351673147084,0.6344587938342791,8.346137544063275,13.0,20.0,14.0,B,1
15,M,Urban,GT3,Apart,2,3,teacher,services,1,0,1,1,0,0,1,1,1,0,1,4,3,4,3,1,4.0,17.0,16.0,17.0,0.8909624684361235,0.837973318015826,5.00153569085274,11.0,47.0,18.0,A,1
19,M,Urban,GT3,Together,3,3,teacher,teacher,1,0,1,0,1,0,1,1,1,0,2,3,2,3,1,5,2.0,15.0,19.0,18.0,0.8786620794906932,0.8954232676326883,7.428695041865339,16.0,31.0,19.0,A,1
19,F,Urban,LE3,Together,2,3,other,health,2,0,1,1,1,0,1,1,0,1,3,1,1,5,4,3,3.0,17.0,16.0,20.0,0.8307074944077879,0.8463945392206005,5.683822205426278,17.0,48.0,18.0,A,1
16,F,Rural,GT3,Together,4,4,health,other,2,0,1,1,0,1,0,1,0,0,3,4,4,1,3,3,1.0,14.0,11.0,13.0,0.6430917039943876,0.7751395914631429,5.328902443340866,14.0,20.0,18.0,A,1
16,M,Rural,GT3,Apart,4,3,other,services,2,0,1,1,1,1,1,1,1,0,1,2,2,4,3,2,3.0,17.0,17.0,16.0,0.6891290223439525,0.7229238423658761,5.218658640998649,13.0,42.0,20.0,A,1
16,F,Urban,LE3,Together,3,3,other,services,2,0,1,1,1,0,0,1,1,0,2,3,3,1,2,5,6.0,15.0,18.0,23.0,0.7824181932795071,0.8346655438187431,5.126737436009987,11.0,41.0,20.0,A,1
19,F,Urban,LE3,Together,4,3,services,health,1,0,0,1,0,0,1,1,1,0,1,5,1,1,2,1,0.0,11.0,13.0,13.0,0.4377659854911197,0.756949381197096,7.16406843505475,11.0,22.0,17.0,A,1
15,F,Rural,LE3,Apart,4,1,at_home,other,3,1,1,1,1,0,0,1,0,1,1,1,4,1,3,3,2.0,18.0,20.0,19.0,0.7358029678266886,0.810049974319238,8.972700387659309,13.0,45.0,20.0,A,1
19,F,Rural,GT3,Together,2,4,health,other,1,0,0,0,1,1,1,1,1,1,2,1,5,1,2,3,3.0,12.0,14.0,15.0,0.6363928412062931,0.7623354814841834,4.94167725655584,11.0,29.0,14.0,B,1
18,M,Urban,GT3,Together,3,1,other,other,3,0,0,1,0,0,1,1,1,0,4,2,5,3,3,3,7.0,12.0,11.0,12.0,0.4031920658552004,0.7558146709816227,7.955744887290084,11.0,27.0,13.0,C,1
18,F,Urban,GT3,Together,3,2,other,other,4,0,0,1,0,1,1,1,1,1,4,3,2,4,1,2,2.0,16.0,18.0,16.0,0.6762793923364695,0.8456630642217962,8.539884680159934,15.0,47.0,20.0,A,1
20,M,Urban,GT3,Together,1,2,services,other,3,0,1,1,1,0,1,1,0,1,2,3,1,1,4,5,6.0,9.0,9.0,11.0,0.3682868100363837,0.4417793685535465,4.380865501158603,7.0,37.0,10.0,D,1
19,F,Urban,GT3,Together,3,2,at_home,at_home,2,0,1,1,0,0,1,1,0,1,3,2,1,3,5,2,0.0,13.0,12.0,14.0,0.5584294733018691,0.5845080513296552,5.788265893560576,9.0,23.0,15.0,B,1
20,F,Urban,GT3,Together,2,3,at_home,other,3,1,0,1,0,0,1,1,1,0,1,5,2,3,2,4,4.0,11.0,12.0,17.0,0.7029236238546026,0.6777440739132692,4.912778984657596,14.0,34.0,13.0,C,1
21,M,Urban,GT3,Apart,4,3,other,other,3,0,1,1,1,1,1,1,1,0,1,1,1,1,2,4,2.0,17.0,17.0,19.0,0.9265966852792233,0.9123526245134796,9.252991058519495,18.0,29.0,20.0,A,1
22,M,Urban,GT3,Together,3,2,services,teacher,4,0,0,1,1,1,0,1,1,1,2,3,1,3,1,2,4.0,14.0,17.0,20.0,0.6002704434927879,0.6108770064808434,7.11979967148966,14.0,24.0,20.0,A,1
21,F,Rural,GT3,Apart,4,2,at_home,at_home,4,0,0,1,0,0,0,1,1,0,3,3,4,1,4,5,2.0,19.0,18.0,23.0,0.7283761139766822,0.7991494109009345,6.226537940276267,16.0,31.0,20.0,A,1
19,F,Urban,GT3,Together,3,4,other,services,2,0,0,1,0,0,1,1,0,0,3,4,1,1,1,3,4.0,10.0,9.0,15.0,0.6289070421846485,0.47882098151174135,3.8585687280889447,11.0,30.0,11.0,D,1
18,M,Urban,GT3,Together,2,4,health,teacher,2,1,0,0,1,0,0,1,1,0,1,3,4,2,4,4,2.0,13.0,12.0,19.0,0.49793666790298136,0.6328683052431396,5.232895366938447,9.0,37.0,14.0,B,1
16,F,Urban,GT3,Apart,4,3,at_home,other,3,0,1,0,0,0,1,1,1,0,1,1,5,4,4,4,1.0,15.0,19.0,19.0,0.8544607554386587,0.8830433354602953,7.115765873138399,17.0,38.0,20.0,A,1
19,F,Urban,GT3,Together,0,2,teacher,teacher,1,0,0,1,1,0,1,1,1,0,1,2,5,1,2,3,3.0,16.0,15.0,15.0,0.5724174605387463,0.7545916509174746,7.613199508796013,11.0,47.0,19.0,A,1
